# Rows are written by jobs/lrz_ai/finetune_vae_1gpu.job at job start, same
# convention as log_finetuning_vae/{sng_pvc,lundquist}/INDEX.tsv.
timestamp	job	log_or_name	config	output_dir
2026-08-14T11:35:30+02:00	5749011	windinet_test	configs/finetune_vae/finetune_vae_whole_structure_baseline.yaml	/mnt/result/finetune_vae_whole_structure_baseline
2026-08-14T11:41:25+02:00	5749012	windinet_test	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30
2026-08-15T18:40:53+02:00	5750198	windinet_2gpu	configs/finetune_vae/finetune_vae_baseline.yaml	/mnt/result/finetune_vae_baseline
2026-08-15T21:27:07+02:00	5750235	windinet_2gpu	configs/finetune_vae/finetune_vae_baseline.yaml	/mnt/result/finetune_vae_baseline
2026-08-16T04:53:12+02:00	5750205	windinet_4gpu	configs/finetune_vae/finetune_vae_baseline.yaml	/mnt/result/finetune_vae_baseline
2026-08-16T06:15:38+02:00	5750236	windinet_4gpu	configs/finetune_vae/finetune_vae_baseline.yaml	/mnt/result/finetune_vae_baseline
2026-08-16T10:10:35+02:00	5750941	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res
2026-08-16T10:10:35+02:00	5750942	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e7.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e7
2026-08-16T10:50:07+02:00	5750943	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-16T10:55:08+02:00	5750944	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-16T13:32:20+02:00	5751018	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_anchor.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_anchor
2026-08-17T06:18:05+02:00	5752178	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5_resume.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-17T06:18:06+02:00	5752177	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6_resume.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-18T21:37:41+02:00	5752185	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_anchor_resume.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_anchor
2026-08-18T22:49:01+02:00	5752187	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6_resume.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-19T03:11:46+02:00	5752188	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5_resume.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-21T04:43:57+02:00	5755508	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res
2026-08-22T14:31:44+02:00	5755510	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-22T14:31:47+02:00	5755509	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e7.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e7
2026-08-22T14:40:24+02:00	5755511	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-22T14:45:43+02:00	5755516	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep30_256res_anchor_kl1e7.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_anchor_kl1e7
2026-08-23T02:39:00+02:00	5757480	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep20_256res.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep20_256res
