# Rows are written by jobs/lrz_ai/finetune_vae_1gpu.job at job start, same
# convention as logs/{sng_pvc,lundquist}/INDEX.tsv.
timestamp	job	log_or_name	config	output_dir
2026-08-24T08:25:06+02:00	5759866	windinet_preprocess_dit	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6/checkpoints/vae_shockwave_best.safetensors	/mnt/result/dit_preprocessed/finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-24T08:26:37+02:00	5759867	windinet_preprocess_dit	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5/checkpoints/vae_shockwave_best.safetensors	/mnt/result/dit_preprocessed/finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-24T09:19:08+02:00	5759868	windinet_preprocess_dit	/mnt/result/finetune_vae_whole_structure_baseline_ep30_256res_anchor_kl1e7/checkpoints/vae_shockwave_best.safetensors	/mnt/result/dit_preprocessed/finetune_vae_whole_structure_baseline_ep30_256res_anchor_kl1e7
2026-08-26T16:35:34+02:00	5757486	windinet_2gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep20_256res_cosine_lr1e5.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep20_256res_cosine_lr1e5
2026-08-27T07:43:28+02:00	5761509	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_baseline.yaml	finetune_vae_whole_structure_baseline_ep30_256res
2026-08-27T09:39:08+02:00	5761635	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_baseline.yaml	finetune_vae_whole_structure_baseline_ep30_256res
2026-08-27T09:41:22+02:00	5761636	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_kl1e5.yaml	finetune_vae_whole_structure_baseline_ep30_256res_kl1e5
2026-08-27T09:42:51+02:00	5761637	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_kl1e6.yaml	finetune_vae_whole_structure_baseline_ep30_256res_kl1e6
2026-08-27T09:44:19+02:00	5761638	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_anchor_kl1e7.yaml	finetune_vae_whole_structure_baseline_ep30_256res_anchor_kl1e7
2026-08-28T06:02:58+02:00	5762646	windinet_dit_4gpu	configs/shockwavenet_lrz_ai.yaml	finetune_vae_whole_structure_baseline_ep30_256res
2026-08-28T17:46:51+02:00	5764225	windinet_dit_2gpu	configs/shockwavenet_lrz_ai_baseline.yaml	finetune_vae_whole_structure_baseline_ep30_256res
2026-09-01T13:28:24+02:00	5767882	windinet_4gpu	configs/finetune_vae/finetune_vae_whole_structure_baseline_ep20_512res.yaml	/mnt/result/finetune_vae_whole_structure_baseline_ep20_512res
